id,question,dog,answer,notes,time,user
2273622,218,2131,1,NA,1534450691,1543
2273623,219,2131,1,NA,1534450698,1543
2273624,220,2131,0,NA,1534450705,1543
2273625,221,2131,3,NA,1534450709,1543
2273626,222,2131,1,NA,1534450715,1543
2273627,223,2131,3,NA,1534450718,1543
2273628,224,2131,1,NA,1534450722,1543
2273629,225,2131,2,NA,1534450726,1543
2273630,226,2131,1,NA,1534450730,1543
2273631,227,2131,2,NA,1534450734,1543
2273632,228,2131,2,NA,1534450748,1543
2273633,229,2131,1,NA,1534450797,1543
2273634,230,2131,2,NA,1534450801,1543
2273635,231,2131,0,NA,1534450804,1543
2273636,232,2131,1,NA,1534450808,1543
2273637,233,2131,0,NA,1534450811,1543
2273638,234,2131,2,NA,1534450814,1543
2273639,235,2131,0,NA,1534450817,1543
2273640,236,2131,2,NA,1534450823,1543
2273641,237,2131,0,NA,1534450826,1543
2273642,238,2131,0,NA,1534450831,1543
2273643,239,2131,0,NA,1534450836,1543
2273644,240,2131,4,NA,1534450840,1543
2273645,229,12129,0,NA,1534451335,1543
2273646,230,12129,2,NA,1534451338,1543
2273647,231,12129,0,NA,1534451342,1543
2273648,232,12129,0,NA,1534451345,1543
2273649,233,12129,0,NA,1534451348,1543
2273650,234,12129,0,NA,1534451351,1543
2273651,235,12129,1,NA,1534451363,1543
2273652,236,12129,2,NA,1534451368,1543
2273653,237,12129,0,NA,1534451371,1543
2273654,238,12129,0,NA,1534451376,1543
2273655,239,12129,1,NA,1534451381,1543
2273656,240,12129,2,NA,1534451385,1543
2273658,206,12129,1,NA,1534451671,1543
2273659,207,12129,2,NA,1534451675,1543
2273660,208,12129,2,NA,1534451679,1543
2273661,209,12129,3,NA,1534451686,1543
2273662,210,12129,2,NA,1534451690,1543
2273663,211,12129,4,NA,1534451694,1543
2273664,212,12129,3,NA,1534451697,1543
2273665,213,12129,1,NA,1534451703,1543
2273666,214,12129,3,NA,1534451708,1543
2273667,215,12129,3,NA,1534451712,1543
2273668,216,12129,2,NA,1534451718,1543
2273669,61,12129,1,NA,1534451752,1543
2273670,62,12129,1,NA,1534451756,1543
2273671,63,12129,0,NA,1534451761,1543
2273672,64,12129,0,NA,1534451766,1543
2273673,65,12129,1,NA,1534451770,1543
2273674,66,12129,3,NA,1534451775,1543
2273675,67,12129,3,NA,1534451779,1543
2273676,68,12129,0,NA,1534451783,1543
2273677,69,12129,0,NA,1534451787,1543
2273678,70,12129,2,NA,1534451791,1543
2274653,42,9616,3,NA,1534527591,7042
2274654,44,9616,1,NA,1534527604,7042
2274655,42,9621,0,NA,1534527662,7042
2274761,11,12129,1,NA,1534531073,1543
2274762,12,12129,4,NA,1534531077,1543
2274765,13,12129,3,NA,1534531085,1543
2274766,14,12129,4,NA,1534531088,1543
2274768,15,12129,1,NA,1534531095,1543
2274769,16,12129,4,NA,1534531109,1543
2274770,17,12129,0,NA,1534531114,1543
2274773,18,12129,0,NA,1534531119,1543
2274775,19,12129,2,NA,1534531122,1543
2274778,20,12129,0,NA,1534531128,1543
2274784,21,12129,2,NA,1534531153,1543
2274785,22,12129,1,NA,1534531157,1543
2274786,23,12129,2,NA,1534531161,1543
2274787,24,12129,1,NA,1534531166,1543
2274788,25,12129,0,NA,1534531173,1543
2274789,26,12129,3,NA,1534531177,1543
2274790,27,12129,2,NA,1534531183,1543
2274791,28,12129,2,NA,1534531186,1543
2274792,29,12129,0,NA,1534531189,1543
2274793,30,12129,0,NA,1534531195,1543
2274795,31,12129,4,NA,1534531217,1543
2274796,32,12129,4,NA,1534531222,1543
2274797,33,12129,2,NA,1534531230,1543
2274798,34,12129,4,NA,1534531234,1543
2274802,35,12129,0,NA,1534531324,1543
2274803,36,12129,0,NA,1534531330,1543
2274804,37,12129,1,NA,1534531334,1543
2274806,38,12129,2,NA,1534531346,1543
2274807,39,12129,0,NA,1534531351,1543
2274808,40,12129,0,NA,1534531354,1543
2274809,41,12129,4,NA,1534531377,1543
2274810,42,12129,0,NA,1534531380,1543
2274811,43,12129,0,NA,1534531384,1543
2274812,44,12129,4,NA,1534531389,1543
2274813,45,12129,0,NA,1534531392,1543
2274814,46,12129,4,NA,1534531396,1543
2274816,47,12129,4,NA,1534531399,1543
2274817,48,12129,4,NA,1534531403,1543
2274819,49,12129,0,NA,1534531407,1543
2274821,50,12129,0,NA,1534531410,1543
2274824,51,12129,4,NA,1534531430,1543
2274825,52,12129,2,NA,1534531435,1543
2274826,53,12129,1,NA,1534531441,1543
2274827,54,12129,2,NA,1534531444,1543
2274828,55,12129,0,NA,1534531448,1543
2274830,56,12129,0,NA,1534531453,1543
2274831,57,12129,0,NA,1534531456,1543
2274833,58,12129,1,NA,1534531460,1543
2274834,59,12129,4,NA,1534531463,1543
2274835,60,12129,2,NA,1534531471,1543
2274837,71,12129,2,NA,1534531494,1543
2274839,72,12129,1,NA,1534531498,1543
2274841,73,12129,2,NA,1534531502,1543
2274843,74,12129,3,NA,1534531505,1543
2274844,75,12129,2,NA,1534531509,1543
2274846,76,12129,1,NA,1534531513,1543
2274847,77,12129,2,NA,1534531520,1543
2274848,78,12129,2,NA,1534531528,1543
2274849,79,12129,1,NA,1534531532,1543
2274857,80,12129,4,NA,1534531609,1543
2274858,81,12129,1,NA,1534531640,1543
2274859,82,12129,2,NA,1534531645,1543
2274860,83,12129,0,NA,1534531651,1543
2274862,84,12129,3,NA,1534531656,1543
2274864,85,12129,4,NA,1534531660,1543
2274866,86,12129,0,NA,1534531664,1543
2274869,87,12129,2,NA,1534531671,1543
2274871,88,12129,2,NA,1534531678,1543
2274873,89,12129,3,NA,1534531683,1543
2274874,90,12129,1,NA,1534531687,1543
2274879,91,12129,4,NA,1534531708,1543
2274880,92,12129,0,NA,1534531712,1543
2274881,93,12129,4,NA,1534531716,1543
2274882,94,12129,4,NA,1534531720,1543
2274883,95,12129,0,NA,1534531724,1543
2274884,96,12129,1,NA,1534531728,1543
2274885,97,12129,4,NA,1534531735,1543
2274886,98,12129,0,NA,1534531743,1543
2274887,99,12129,1,NA,1534531749,1543
2274888,100,12129,3,NA,1534531753,1543
2274889,101,12129,4,NA,1534531909,1543
2274890,102,12129,3,NA,1534531914,1543
2274891,103,12129,4,NA,1534531917,1543
2274892,104,12129,1,NA,1534531920,1543
2274893,105,12129,4,NA,1534531924,1543
2274894,106,12129,1,NA,1534531927,1543
2274895,107,12129,0,NA,1534531930,1543
2274896,108,12129,1,NA,1534531933,1543
2274897,109,12129,4,NA,1534531936,1543
2274898,110,12129,0,NA,1534531940,1543
2274899,111,12129,1|20|1|0|0|0|0,NA,1534532012,1543
2274900,112,12129,3|0.5|3|6,NA,1534532034,1543
2274901,113,12129,5,NA,1534532044,1543
2274902,114,12129,4544,NA,1534532051,1543
2274903,115,12129,"Jenny, dog, mixed breed, 2010",NA,1534532067,1543
2274904,116,12129,2016,NA,1534532076,1543
2274905,117,12129,0,NA,1534532080,1543
2274906,118,12129,"raw, home cooked. Wellness Core",NA,1534532092,1543
2274907,119,12129,fluoxetinecetirizine,NA,1534532102,1543
2274908,120,12129,0|2|3|5,NA,1534532114,1543
2274909,144,12129,0,NA,1534532141,1543
2274910,145,12129,1,NA,1534532147,1543
2274911,146,12129,0,NA,1534532151,1543
2274912,147,12129,0,NA,1534532155,1543
2274913,148,12129,0,NA,1534532160,1543
2274914,149,12129,1,NA,1534532169,1543
2274915,150,12129,0,NA,1534532173,1543
2274916,151,12129,0,NA,1534532176,1543
2274917,152,12129,0,NA,1534532180,1543
2274918,153,12129,4,NA,1534532185,1543
2274919,154,12129,4,NA,1534532187,1543
2274921,155,12129,0,NA,1534532193,1543
2274924,165,12129,0,NA,1534532213,1543
2274925,166,12129,0,NA,1534532216,1543
2274926,167,12129,4,NA,1534532219,1543
2274927,168,12129,2,NA,1534532222,1543
2274929,169,12129,1,NA,1534532231,1543
2274931,170,12129,4,NA,1534532235,1543
2274934,171,12129,3,NA,1534532242,1543
2274936,172,12129,3,NA,1534532245,1543
2274938,173,12129,0,NA,1534532250,1543
2274940,174,12129,4,NA,1534532256,1543
2274941,175,12129,4,NA,1534532259,1543
2275087,186,12129,2,NA,1534537361,1543
2275089,187,12129,meat,NA,1534537369,1543
2275090,188,12129,5,NA,1534537375,1543
2275091,189,12129,"Jenny, mixed breed dog, 2010",NA,1534537394,1543
2275092,190,12129,0,NA,1534537399,1543
2275093,191,12129,0,NA,1534537406,1543
2275094,192,12129,1,NA,1534537410,1543
2275095,193,12129,0,NA,1534537414,1543
2275096,194,12129,1,NA,1534537420,1543
2275097,195,12129,0,NA,1534537426,1543
2367067,2,12129,2,NA,1539719224,1543
2367068,4,12129,4,NA,1539719229,1543
2367069,5,12129,1,NA,1539719233,1543
2367070,6,12129,4,NA,1539719237,1543
2367071,7,12129,4,NA,1539719243,1543
2367072,8,12129,2,NA,1539719252,1543
2533945,217,12129,3,NA,1550166187,1543
2554921,128,9616,0,NA,1552357407,7042
2740377,241,9616,0,NA,1573595467,7042
2740410,242,9616,12-lb,NA,1573595642,7042
2740412,243,9616,0|2|3,NA,1573595652,7042
2740415,244,9616,1,NA,1573595657,7042
2740417,245,9616,2,NA,1573595661,7042
2740418,246,9616,1,NA,1573595664,7042
2740419,247,9616,1,NA,1573595668,7042
2740420,248,9616,9,NA,1573595678,7042
2740421,249,9616,2,NA,1573595682,7042
2740422,250,9616,0,NA,1573595685,7042
2740423,251,9616,1,NA,1573595687,7042
2740460,241,9621,0,NA,1573595788,7042
2740463,242,9621,15-lb,NA,1573595792,7042
2740474,243,9621,2|8,NA,1573595830,7042
2740476,244,9621,1,NA,1573595844,7042
2740483,245,9621,2,NA,1573595880,7042
2740486,246,9621,1,NA,1573595887,7042
2740487,247,9621,1,NA,1573595890,7042
2740490,248,9621,2,NA,1573595905,7042
2740493,249,9621,2,NA,1573595953,7042
2740495,250,9621,0,NA,1573595956,7042
2740496,251,9621,0,NA,1573595960,7042
2746732,241,6548,2,NA,1573765325,4627
2746733,242,6548,65-lb,NA,1573765336,4627
2746734,243,6548,1,NA,1573765342,4627
2746736,244,6548,6,NA,1573765359,4627
2746740,245,6548,3,NA,1573765389,4627
2746741,246,6548,1,NA,1573765395,4627
2746744,247,6548,1,NA,1573765402,4627
2746758,248,6548,9,NA,1573765463,4627
2746764,249,6548,0,NA,1573765508,4627
2746765,250,6548,1,NA,1573765513,4627
2746766,251,6548,0,NA,1573765519,4627
2746958,195,6548,3,NA,1573766337,4627
3041782,121,27373,3,,1595880577,4627
3041785,122,27373,0|3|5,,1595880637,4627
3041789,123,27373,2,,1595880676,4627
3041790,124,27373,0,,1595880692,4627
3041791,125,27373,2,,1595880715,4627
3041793,126,27373,0,,1595880729,4627
3041794,127,27373,0,,1595880744,4627
3041796,128,27373,0,,1595880760,4627
3041807,241,27373,3,,1595880963,4627
3041809,242,27373,68-lb,,1595880988,4627
3041812,243,27373,0|2|5,,1595881007,4627
3041815,244,27373,1|5,,1595881037,4627
3041817,245,27373,1,,1595881072,4627
3041819,246,27373,2,,1595881084,4627
3041820,247,27373,2,,1595881094,4627
3041823,248,27373,9,,1595881139,4627
3041825,249,27373,2,,1595881154,4627
3041826,250,27373,0,,1595881174,4627
3041827,251,27373,0,,1595881183,4627
3041834,1,27373,0,,1595881263,4627
3041835,2,27373,1,,1595881278,4627
3041836,3,27373,3,,1595881292,4627
3041837,4,27373,0,,1595881306,4627
3041838,5,27373,3,,1595881316,4627
3041839,6,27373,3,,1595881327,4627
3041840,7,27373,3,,1595881377,4627
3041841,8,27373,1,,1595881388,4627
3041842,9,27373,3,,1595881402,4627
3041843,10,27373,1,,1595881463,4627
3041844,217,27373,3,,1595881599,4627
3041845,218,27373,0,,1595881611,4627
3041846,219,27373,3,,1595881623,4627
3041847,220,27373,0,,1595881634,4627
3041848,221,27373,0,,1595881649,4627
3041849,222,27373,0,,1595881666,4627
3041850,223,27373,0,,1595881685,4627
3041851,224,27373,3,,1595881695,4627
3041852,225,27373,0,,1595881716,4627
3041853,226,27373,2,,1595881733,4627
3041854,227,27373,1,,1595881747,4627
3041855,228,27373,2,,1595881760,4627
3041856,111,27373,0|20|0|0|0|0|2,,1595881866,4627
3041857,112,27373,8|2|0|10,,1595881919,4627
3041858,113,27373,0,,1595881932,4627
3041859,114,27373,"27, 30",,1595881952,4627
3041860,115,27373,"Rocko, greyhound 2018",,1595881990,4627
3041861,116,27373,2020,,1595882050,4627
3041862,117,27373,2,,1595882061,4627
3041870,118,27373,Purina Dog Chow,,1595882154,4627
3041874,119,27373,Heatworm,,1595882184,4627
3041875,120,27373,0|5,,1595882199,4627
3041882,206,27373,3,,1595882274,4627
3041886,207,27373,1,,1595882302,4627
3041888,208,27373,1,,1595882363,4627
3041890,209,27373,2,,1595882374,4627
3041891,210,27373,2,,1595882386,4627
3041895,211,27373,2,,1595882423,4627
3041897,212,27373,2,,1595882435,4627
3041899,213,27373,1,,1595882450,4627
3041900,214,27373,3,,1595882461,4627
3041901,215,27373,3,,1595882473,4627
3041902,216,27373,1,,1595882483,4627
3066224,165,27373,1,,1599667896,4627
3066227,166,27373,1,,1599667911,4627
3066228,167,27373,3,,1599667931,4627
3066229,168,27373,2,,1599667947,4627
3066230,169,27373,3,,1599667957,4627
3066231,170,27373,3,,1599667972,4627
3066232,171,27373,2,,1599667991,4627
3066233,172,27373,1,,1599668004,4627
3066234,173,27373,3,,1599668013,4627
3066235,174,27373,2,,1599668026,4627
3066236,175,27373,3,,1599668036,4627
3075258,186,27373,3,,1602171268,4627
3075259,187,27373,"Fish, Seafood",,1602171292,4627
3075260,188,27373,4,,1602171319,4627
3075261,189,27373,Rocko: 5 year old male greyhound,,1602171394,4627
3075262,190,27373,0,,1602171420,4627
3075263,191,27373,0,,1602171438,4627
3075264,192,27373,1,,1602171460,4627
3075265,193,27373,0,,1602171478,4627
3075266,194,27373,0,,1602171495,4627
3075267,195,27373,2,,1602171518,4627
3075268,41,27373,3,,1602171581,4627
3075269,31,27373,1,,1602171678,4627
3075270,32,27373,4,,1602171699,4627
3075271,33,27373,0,,1602171716,4627
3075272,34,27373,1,,1602171731,4627
3075273,35,27373,0,,1602171745,4627
3075274,36,27373,3,,1602171793,4627
3075275,37,27373,2,,1602171808,4627
3075276,38,27373,0,,1602171819,4627
3075278,39,27373,4,,1602171834,4627
3075279,40,27373,1,,1602171846,4627
3075283,21,27373,2,,1602171907,4627
3075284,22,27373,2,,1602171921,4627
3075286,23,27373,4,,1602171937,4627
3075287,24,27373,0,,1602171953,4627
3075289,25,27373,1,,1602171966,4627
3075292,26,27373,1,,1602171996,4627
3075293,27,27373,0,,1602172014,4627
3075294,28,27373,2,,1602172031,4627
3075295,29,27373,0,,1602172045,4627
3075296,30,27373,0,,1602172058,4627
3075299,229,27373,0,,1602172116,4627
3075300,230,27373,1,,1602172137,4627
3075301,231,27373,1,,1602172167,4627
3075302,232,27373,0,,1602172190,4627
3075303,233,27373,2,,1602172208,4627
3075305,234,27373,0,,1602172245,4627
3075306,235,27373,0,,1602172258,4627
3075308,236,27373,0,,1602172274,4627
3075311,237,27373,1,,1602172336,4627
3075313,238,27373,2,,1602172354,4627
3075315,239,27373,0,,1602172377,4627
3075317,240,27373,1,,1602172393,4627
3123197,91,6548,3,Test note,1605625173,4627
3123198,91,6548,3,Test note,1605625179,4627
3126839,186,6548,0,test comment,1605714566,4627
3132260,101,27373,1,,1605900249,4627
3132263,102,27373,1,,1605900272,4627
3132265,103,27373,3,,1605900289,4627
3132266,104,27373,1,,1605900300,4627
3132267,105,27373,3,,1605900312,4627
3132268,106,27373,3,,1605900326,4627
3132270,107,27373,2,,1605900342,4627
3132271,108,27373,1,,1605900352,4627
3132274,109,27373,2,,1605900375,4627
3132275,110,27373,1,,1605900385,4627
3132281,196,27373,3,,1605900447,4627
3132282,197,27373,1,,1605900459,4627
3132284,198,27373,3,,1605900474,4627
3132286,199,27373,4,,1605900486,4627
3132288,200,27373,0,,1605900498,4627
3132289,201,27373,3,,1605900513,4627
3132290,202,27373,3,,1605900525,4627
3132291,203,27373,3,,1605900540,4627
3132292,204,27373,2,,1605900556,4627
3132293,205,27373,0,,1605900571,4627
3132294,61,27373,2,,1605900637,4627
3132295,62,27373,1,,1605900650,4627
3132296,63,27373,0,,1605900666,4627
3132297,64,27373,3,,1605900677,4627
3132298,65,27373,1,,1605900688,4627
3132299,66,27373,3,,1605900700,4627
3132300,67,27373,2,,1605900710,4627
3132301,68,27373,0,,1605900720,4627
3132302,69,27373,0,,1605900731,4627
3132303,70,27373,1,,1605900742,4627
3132304,81,27373,3,,1605900831,4627
3132305,82,27373,3,,1605900844,4627
3132306,83,27373,4,,1605900869,4627
3132307,84,27373,0,,1605900883,4627
3132308,85,27373,3,,1605900894,4627
3132309,86,27373,2,,1605900905,4627
3132310,87,27373,3,,1605900917,4627
3132311,88,27373,3,,1605900929,4627
3132312,89,27373,4,,1605900950,4627
3132313,90,27373,3,,1605900959,4627
3132314,144,27373,0,,1605901103,4627
3132315,145,27373,0,,1605901117,4627
3132316,146,27373,0,,1605901165,4627
3132317,147,27373,0,,1605901182,4627
3132318,148,27373,2,,1605901228,4627
3132319,149,27373,0,,1605901254,4627
3132320,150,27373,0,,1605901267,4627
3132321,151,27373,0,,1605901283,4627
3132322,152,27373,0,,1605901294,4627
3132323,153,27373,2,,1605901305,4627
3132324,154,27373,2,,1605901316,4627
3132325,155,27373,0,,1605901327,4627
3176766,176,27373,"Purina Dog Chow, and very few table scraps.",,1609793438,4627
3176767,177,27373,0,,1609793449,4627
3176768,178,27373,0,,1609793461,4627
3176769,179,27373,0,,1609793475,4627
3176770,180,27373,1,,1609793487,4627
3176771,181,27373,4,,1609793502,4627
3176772,182,27373,0,,1609793514,4627
3176773,183,27373,"Salty or too sweet foods, but he rarely get human food.",,1609793551,4627
3176774,184,27373,1,,1609793565,4627
3176775,185,27373,1,,1609793575,4627
3176776,91,27373,3,,1609793609,4627
3176777,92,27373,0,,1609793620,4627
3176778,93,27373,3,,1609793634,4627
3176779,94,27373,3,,1609793646,4627
3176780,95,27373,1,,1609793659,4627
3176781,96,27373,0,,1609793671,4627
3176782,97,27373,1,,1609793685,4627
3176783,98,27373,1,,1609793695,4627
3176784,99,27373,1,,1609793705,4627
3176785,100,27373,1,,1609793715,4627
3176786,41,27373,2,,1609793751,4627
3176787,42,27373,1,,1609793762,4627
3176788,43,27373,1,,1609793774,4627
3176789,44,27373,3,,1609793792,4627
3176790,45,27373,1,,1609793802,4627
3176791,46,27373,3,,1609793813,4627
3176792,47,27373,3,,1609793829,4627
3176793,48,27373,3,,1609793839,4627
3176794,49,27373,2,,1609793852,4627
3176795,50,27373,1,,1609793862,4627
3235751,71,27373,3,,1618339528,4627
3235752,72,27373,1,,1618339547,4627
3235753,73,27373,3,,1618339629,4627
3235754,74,27373,3,,1618339641,4627
3235755,75,27373,1,,1618339654,4627
3235756,76,27373,1,,1618339665,4627
3235757,77,27373,3,,1618339676,4627
3235758,78,27373,2,,1618339687,4627
3235759,79,27373,3,,1618339697,4627
3235760,80,27373,3,,1618339712,4627
3355566,121,30585,2,,1637092320,25853
3355567,122,30585,5,,1637092327,25853
3355568,123,30585,5,,1637092341,25853
3355569,124,30585,1,,1637092349,25853
3355570,125,30585,2,,1637092358,25853
3355571,126,30585,0,,1637092365,25853
3355572,127,30585,0,,1637092373,25853
3355573,128,30585,1,,1637092383,25853
3355604,241,30585,3,,1637092976,25853
3355605,242,30585,51-lb,,1637092983,25853
3355606,243,30585,0,,1637092988,25853
3355607,244,30585,6,,1637092995,25853
3355608,245,30585,3,,1637093004,25853
3355609,246,30585,1,,1637093013,25853
3355610,247,30585,1,,1637093027,25853
3355611,248,30585,1,,1637093051,25853
3355613,249,30585,2,,1637093057,25853
3355614,250,30585,0,,1637093062,25853
3355615,251,30585,0,,1637093068,25853
3355617,165,30585,1,,1637093086,25853
3355618,166,30585,1,,1637093090,25853
3355619,167,30585,3,,1637093096,25853
3355620,168,30585,2,,1637093108,25853
3355621,169,30585,3,,1637093113,25853
3355622,170,30585,2,,1637093120,25853
3355623,171,30585,2,,1637093125,25853
3355624,172,30585,1,,1637093131,25853
3355625,173,30585,1,,1637093136,25853
3355626,174,30585,3,,1637093141,25853
3355627,175,30585,3,,1637093145,25853
3355628,186,30585,3,,1637093172,25853
3355631,187,30585,"Currently, he has no food restrictions.",,1637093195,25853
3355633,188,30585,3,,1637093202,25853
3355635,189,30585,Only geckos and lizard,,1637093215,25853
3355636,190,30585,0,,1637093221,25853
3355639,191,30585,0,,1637093228,25853
3355640,192,30585,1,,1637093231,25853
3355641,193,30585,0,,1637093235,25853
3355643,194,30585,1,,1637093240,25853
3355645,195,30585,3,,1637093245,25853
3355649,31,30585,2,,1637093297,25853
3355650,32,30585,3,,1637093302,25853
3355652,33,30585,3,,1637093307,25853
3355654,34,30585,2,,1637093312,25853
3355656,35,30585,1,,1637093317,25853
3355657,36,30585,1,,1637093324,25853
3355660,37,30585,1,,1637093330,25853
3355662,38,30585,1,,1637093334,25853
3355664,39,30585,1,,1637093338,25853
3355665,40,30585,1,,1637093342,25853
3355668,229,30585,1,,1637093361,25853
3355669,230,30585,0,,1637093365,25853
3355670,231,30585,1,,1637093370,25853
3355671,232,30585,1,,1637093374,25853
3355672,233,30585,1,,1637093380,25853
3355674,234,30585,0,,1637093385,25853
3355676,235,30585,0,,1637093390,25853
3355678,236,30585,0,,1637093395,25853
3355679,237,30585,0,,1637093400,25853
3355681,238,30585,1,,1637093407,25853
3355683,239,30585,2,,1637093415,25853
3355685,240,30585,3,,1637093420,25853
3355693,101,30585,3,,1637093507,25853
3355695,102,30585,2,,1637093511,25853
3355696,103,30585,3,,1637093515,25853
3355697,104,30585,2,,1637093519,25853
3355699,105,30585,2,,1637093523,25853
3355701,106,30585,1,,1637093526,25853
3355702,107,30585,1,,1637093530,25853
3355703,108,30585,1,,1637093532,25853
3355705,109,30585,2,,1637093536,25853
3355707,109,30585,3,,1637093542,25853
3355708,110,30585,1,,1637093545,25853
3355711,61,30585,1,,1637093564,25853
3355713,62,30585,3,,1637093569,25853
3355714,63,30585,1,,1637093574,25853
3355715,64,30585,2,,1637093578,25853
3355716,65,30585,2,,1637093583,25853
3355717,66,30585,1,,1637093588,25853
3355718,67,30585,1,,1637093594,25853
3355719,68,30585,1,,1637093598,25853
3355721,69,30585,1,,1637093604,25853
3355722,70,30585,2,,1637093609,25853
3355775,51,30585,3,,1637096632,25853
3355776,52,30585,1,,1637096758,25853
3355777,53,30585,3,,1637096765,25853
3355778,54,30585,2,,1637096780,25853
3355779,55,30585,1,,1637096840,25853
3355780,56,30585,1,,1637096873,25853
3355781,57,30585,2,,1637096880,25853
3355808,58,30585,1,,1637098181,25853
3355809,59,30585,3,,1637098188,25853
3355811,60,30585,2,,1637098203,25853
3355813,144,30585,0,,1637098282,25853
3355814,145,30585,0,,1637098292,25853
3355815,146,30585,0,,1637098303,25853
3355816,147,30585,0,,1637098313,25853
3355817,148,30585,2,,1637098324,25853
3355818,149,30585,3,,1637098337,25853
3355819,150,30585,0,,1637098346,25853
3355820,151,30585,3,,1637098366,25853
3355821,152,30585,0,,1637098374,25853
3355822,153,30585,3,,1637098385,25853
3355823,154,30585,3,,1637098392,25853
3355824,155,30585,1,,1637098409,25853
3416893,262,9616,"{""choice"":""1"",""subChoice"":""1""}",,1646339057,7042
3418363,262,6548,"{""choice"":""1"",""subChoice"":""3""}",,1646672544,4627
3418364,263,6548,"[{""key"":""tick"",""value"":[{""key"":""topical"",""value"":[{""key"":""monthly"",""value"":true}]}]},{""key"":""heartworm"",""value"":[{""key"":""oral"",""value"":[{""key"":""monthly"",""value"":true}]}]}]",,1646672577,4627
3418365,264,6548,"{""oral"":[""Heartgard Chewables or Tablets (Dog)""],""topical"":[""Bravecto Topical Solution for Dogs""],""collars"":[],""injectible"":[],""other"":[]}",,1646672611,4627
3418366,265,6548,"{""choice"":1,""other"":1,""frequency"":[6,""month""]}",,1646672642,4627
3418367,266,6548,"{""choice"":""0"",""other"":["""","""",""""]}",,1646672648,4627
3418368,267,6548,2,,1646672656,4627
3418369,268,6548,"{""choice"":""0"",""other"":["""","""",""""]}",,1646672661,4627
3418370,269,6548,"{""choice"":""0"",""other"":["""","""",""""]}",,1646672666,4627
3418371,270,6548,50,,1646672681,4627
3418372,271,6548,2,,1646672695,4627
3418373,285,6548,0,,1646672710,4627
3418374,286,6548,2,,1646672717,4627
3418375,272,6548,"{""choice"":6,""other"":6}",,1646672765,4627
3418376,273,6548,0,,1646672771,4627
3418377,274,6548,"{""choice"":2,""other"":2}",,1646672780,4627
3418378,275,6548,"[{""place"":""Camp"",""hours"":""24""},{""place"":"""",""hours"":""""}]",,1646672848,4627
3418379,276,6548,"{""choice"":""1"",""other"":[{""place"":""Camp"",""days"":""14""}]}",,1646672868,4627
3418380,277,6548,"{""choice"":""0"",""other"":[]}",,1646672874,4627
3418381,278,6548,"[{""choice"":""0"",""frequency"":[""2"",""month""]}]",,1646672895,4627
3418382,279,6548,"{""choice"":""0"",""subChoice"":[],""other"":""""}",,1646672911,4627
3418383,280,6548,"{""choice"":""0"",""other"":""""}",,1646672918,4627
3418384,281,6548,"{""choice"":""0"",""other"":[]}",,1646672928,4627
3418385,282,6548,"{""choice"":""0"",""subChoice"":[1],""other"":""""}",,1646672948,4627
3418386,283,6548,"{""choice"":[0],""other"":""""}",,1646672954,4627
3418387,284,6548,"{""choice"":[0],""other"":""""}",,1646672961,4627
3418391,262,27373,"{""choice"":""1"",""subChoice"":""1""}",,1646673457,4627
3418392,263,27373,"[{""key"":""i-dont-know"",""value"":[]}]",,1646673465,4627
3426007,241,27373,3,,1647549866,4627
3426008,242,27373,68-lb,,1647549869,4627
3426009,243,27373,0|2|5,,1647549875,4627
3426010,244,27373,1|5,,1647549891,4627
3426011,245,27373,1,,1647549894,4627
3426012,246,27373,2,,1647549897,4627
3426013,247,27373,2,,1647549900,4627
3426014,248,27373,9,,1647549906,4627
3426015,249,27373,2,,1647549910,4627
3426016,250,27373,0,,1647549914,4627
3426017,251,27373,0,,1647549917,4627
3426018,121,27373,3,,1647549946,4627
3426019,122,27373,0|3|5,,1647549949,4627
3437396,121,31413,3,,1649592372,26929
3437397,122,31413,2,,1649592382,26929
3437398,123,31413,5,,1649592441,26929
3437399,124,31413,0,,1649592447,26929
3437400,125,31413,1,,1649592455,26929
3437401,126,31413,0,,1649592460,26929
3437402,127,31413,1,,1649592490,26929
3437403,128,31413,0,,1649592500,26929
3437404,241,31413,0,,1649592524,26929
3437405,242,31413,76-lb,,1649592536,26929
3437406,243,31413,4,,1649592547,26929
3437407,244,31413,6,,1649592557,26929
3437408,245,31413,3,,1649592631,26929
3437409,246,31413,1,,1649592639,26929
3437410,247,31413,1,,1649592648,26929
3437411,248,31413,9,,1649592820,26929
3437412,249,31413,2,,1649592827,26929
3437413,250,31413,0,,1649592835,26929
3437414,251,31413,0,,1649592841,26929
3437415,206,31413,2,,1649592866,26929
3437416,207,31413,0,,1649592873,26929
3437417,208,31413,1,,1649592883,26929
3437418,209,31413,0,,1649592900,26929
3437419,210,31413,1,,1649592910,26929
3437420,211,31413,2,,1649592917,26929
3437421,212,31413,2,,1649592925,26929
3437422,213,31413,1,,1649592941,26929
3437423,214,31413,1,,1649592948,26929
3437424,215,31413,3,,1649592955,26929
3437425,216,31413,1,,1649592963,26929
3437426,206,31412,4,,1649593004,26929
3437427,207,31412,0,,1649593011,26929
3437428,208,31412,4,,1649593016,26929
3437429,209,31412,3,,1649593021,26929
3437430,210,31412,4,,1649593024,26929
3437431,211,31412,3,,1649593032,26929
3437432,212,31412,4,,1649593037,26929
3437433,213,31412,4,,1649593044,26929
3437434,214,31412,4,,1649593048,26929
